original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human,changed
"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ","it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ",0.001451432705,0.001451432705,0,0,0,1,Failed,,FALSE
will amuse and provoke adventurous adults in specialty venues . ,will entertain and provoke adventurous adults in specialty venues . ,0.0002780556679,0.0003284215927,1,1,1,2,Failed,,TRUE
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . ,sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . ,0.002009630203,0.002009630203,0,0,0,2,Failed,,FALSE
but this films lacks the passion required to sell the material . ,but this films lacked the passion required to sell the material . ,0.0007409453392,0.001249432564,0,0,0,5,Failed,,TRUE
"what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . ","what is 100 % missing here is a script of yet the most elemental literacy , an inkling of genuine wit , and something resembling acting . ",0.003742218018,0.4588800073,0,0,0,6,Failed,,TRUE
there 's a wickedly subversive bent to the best parts of birthday girl . ,there 's a wickedly subversive bent to the best parts of birthday girl . ,0.002169191837,0.002169191837,1,1,1,1,Failed,,FALSE
"a better title , for all concerned , might be swept under the rug . ","a better title , for all concerned , might be swept under the rug . ",0.003448724747,0.003448724747,0,0,0,1,Failed,,FALSE
a wildly inconsistent emotional experience . ,a wildly inconsistent emotional experience . ,0.002636253834,0.002636253834,0,0,0,1,Failed,,FALSE
"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . ","given how fast and deadly it is , this could be the hardest thing soderbergh has ever done . ",0.001236438751,0.0599372983,0,0,0,28,Failed,,TRUE
"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ","despite the evocative aesthetics evincing the hollow state of modern love life , the film never faded beyond a monotonous whine . ",0.002353489399,0.9265130162,0,1,0,21,Successful,Negative,
"an absurdist comedy about alienation , separation and loss . ","an absurdist comedy about alienation , separation and loss . ",0.9816237092,0.9816237092,1,1,0,1,Skipped,,
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ","... mafia , rap ture and hood rats butt their ugly heads in a regurgitation of cinematic violence that offers brutal birth to an unlikely , but likable , hero . ' ",0.01914322376,0.1507986188,1,1,1,27,Failed,,TRUE
his healthy sense of satire is light and fun ... ,his healthy sense of satire is light and fun ... ,0.0002732872963,0.0002732872963,1,1,1,1,Failed,,FALSE
trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son . ,trademark american triteness and simplicity are tossed out the windows with the intelligent french drama that deftly examines the difficult relation between a fathers and son . ,0.0009585022926,0.001493394375,1,1,1,30,Failed,,TRUE
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . ","miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . ",0.0009701251984,0.0009701251984,1,1,1,1,Failed,,FALSE
"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","impostor has a handful of thrilling moments and a pair of good performances , but the film does n't quite fly . ",0.003656685352,0.00479143858,0,0,0,5,Failed,,TRUE
part low rent godfather . ,part low rent godfather . ,0.007066130638,0.007066130638,0,0,0,1,Failed,,FALSE
"( serry ) wants to blend politics and drama , an admirable ambition . ","( serry ) wanted to mix politics and drama , an admirable ambition . ",0.0007754564285,0.001039743423,1,1,1,3,Failed,,TRUE
"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution . ","for all the writhing and wailing , tears , rage and opium overdoses , there 's no feeling of actual passion being washed away in love 's dissolution . ",0.01283538342,0.07580262423,0,0,0,5,Failed,,TRUE
it 's fascinating to see how bettany and mcdowell play off each other . ,it 's fascinating to see how morgan and mcdowell play off each other . ,0.0004346966743,0.0005114078522,1,1,1,4,Failed,,TRUE
"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","in a way , the film feels like a sigh of fresh air , but only to those that allow it in . ",0.1679109335,0.5300340652,1,0,1,4,Successful,Negative,
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality . ","visually imaginative , technically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality . ",0.0003341436386,0.0003607273102,1,1,1,31,Failed,,TRUE
the film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip . ,the movie 's welcome direction and some unbelievably comic moments -- most portraying the idiocy of the movie industry -- make it mostly worth the trip . ,0.0004793405533,0.0006768703461,1,1,1,28,Failed,,TRUE
"add yet another hat to a talented head , clooney 's a good director . ","add still another hat to a talented head , clooney 's a good director . ",0.0003637075424,0.000476360321,1,1,1,3,Failed,,TRUE
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis . ","stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis . ",0.0009513497353,0.0009513497353,1,1,1,2,Failed,,FALSE
"bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ","bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and someone considering their own drastic life change should watch some body first . ",0.0006159543991,0.0009630918503,1,1,1,7,Failed,,TRUE
"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its excellent camerawork and awesome scenery , it 's about as exciting as a sunburn . ",0.0869781971,0.1252220273,0,0,0,42,Failed,,TRUE
"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ","while it 's genuinely cool to listen characters chat about early rap records ( sugar hill gang , etc. ) , the constant references of hip-hop legend can alienate even the savviest audiences . ",0.003415703773,0.004566133022,0,0,0,30,Failed,,TRUE
"dull , lifeless , and amateurishly assembled . ","dull , lifeless , and simply assembled . ",0.0007233023643,0.0009935498238,0,0,0,3,Failed,,TRUE
"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ",0.001057565212,0.001057565212,1,1,1,1,Failed,,FALSE
"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . ","the far rier may be awesome to consider , but from period details to questions of the heart , this film is most transporting when it remains put in the past . ",0.001752257347,0.003057658672,1,1,1,6,Failed,,TRUE
has all the depth of a wading pool . ,has all the depth of a wading pool . ,0.1854872704,0.1854872704,0,0,0,1,Failed,,FALSE
