original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . ,a giggle-inducing travesty with snappy dialogue and win performances by an implausible team of oscar-winners : susan sarandon and goldie hawn . ,0.0003318786621,0.8853934407,1,0,1,13,Successful,
"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ","it 's too self-important and plodding to be droll , and too clipped and abbreviated to be an odyssey . ",0.001451432705,0.004339516163,0,0,0,15,Failed,
will amuse and provoke adventurous adults in specialty venues . ,will entertain and induce audacious adults in specialty venue . ,0.0002780556679,0.001006424427,1,1,1,10,Failed,
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . ,occasionally appears less like storytelling than something the alternately persuasive director needed to get off his chest . ,0.002009630203,0.003802895546,0,0,0,12,Failed,
but this films lacks the passion required to sell the material . ,but this films lacked the fervor required to selling the materials . ,0.0007409453392,0.002298414707,0,0,0,9,Failed,
"what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . ","what is 100 % faded here is a script of yet the most elemental literate , an inkling of genuine wit , and anything resembled acting . ",0.003742218018,0.8869959116,0,1,0,11,Successful,
there 's a wickedly subversive bent to the best parts of birthday girl . ,there 's a wickedly subversive bend to the nicest parts of birthday girlie . ,0.002169191837,0.03000205755,1,1,1,11,Failed,
"a better title , for all concerned , might be swept under the rug . ","a best title , for all preoccupied , might be swept under the rug . ",0.003448724747,0.1683786511,0,0,0,9,Failed,
a wildly inconsistent emotional experience . ,a savagely inconsistent emotional experiences . ,0.002636253834,0.01776814461,0,0,0,4,Failed,
"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . ","granted how heavy-handed and portent-heavy it is , this did be the hardest thing soderbergh has ever accomplished . ",0.001236438751,0.25264889,0,0,0,18,Failed,
"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ","whilst the evocative aesthetics evincing the hollow state of modern love life , the cinema never percolates afterlife a monotonous mourn . ",0.002353489399,0.03117823601,0,0,0,22,Failed,
"an absurdist comedy about alienation , separation and loss . ","an absurdist comedy about alienation , separation and loss . ",0.9816236496,0.9816236496,1,1,0,1,Skipped,
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ","... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives barbarous birth to an implausible , but likable , hero . ' ",0.01914322376,0.8052664399,1,0,1,10,Successful,
his healthy sense of satire is light and fun ... ,his healthier sense of satire is light and fun ... ,0.0002732872963,0.0004393458366,1,1,1,6,Failed,
trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son . ,trademark american triteness and simplify are threw out the window with the termite french drama that deftly exploring the difficult relationship between a father and son . ,0.0009585022926,0.5263465643,1,0,1,23,Successful,
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . ","miller is playing so extricate with sentiments , and the fact that children are hostages to fortune , that he makes the audience ransom to his swaggering affectation of solemnity . ",0.0009701251984,0.0138373971,1,1,1,13,Failed,
"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","imposter has a handful of enthralling times and a couple of good performances , but the movie does n't quite stealing . ",0.003656685352,0.1235947013,0,0,0,10,Failed,
part low rent godfather . ,party low lease godfather . ,0.007066130638,0.01254862547,0,0,0,7,Failed,
"( serry ) wants to blend politics and drama , an admirable ambition . ","( serry ) wanted to blending politicians and drama , an admirable intention . ",0.0007754564285,0.002962470055,1,1,1,9,Failed,
"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution . ","for all the wriggling and wailing , tears , rage and opium overdoses , there 's no sensing of actual fervor being washed away in love 's dissolve . ",0.01283538342,0.2310267091,0,0,0,15,Failed,
it 's fascinating to see how bettany and mcdowell play off each other . ,it 's mesmerizing to see how bettany and mcdowell play off each other . ,0.0004346966743,0.0007660388947,1,1,1,12,Failed,
"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","in a way , the film feels like a respiratory of fresh air , but only to those that allow it in . ",0.1679103374,0.9357950091,1,0,1,8,Successful,
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality . ","visually ingenious , thematically instructive and rigorously sumptuous , it takes us on a roller-coaster ride from innocence to experience without even a allusion of that typical kiddie-flick sentimentality . ",0.0003341436386,0.0005685687065,1,1,1,27,Failed,
the film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip . ,the film 's salute breeziness and some unbelievably droll moments -- most illustrating the ineptitude of the film industry -- make it mostly worth the trip . ,0.0004793405533,0.01645290852,1,1,1,37,Failed,
"add yet another hat to a talented head , clooney 's a good director . ","add nevertheless another hat to a talented head , clooney 's a good superintendent . ",0.0003637075424,0.0004867315292,1,1,1,7,Failed,
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis . ","stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the conception of this grandiloquent quartet lolling in pretty irish configure is a pleasant sufficient thing , ` sta . ",0.0009513497353,0.03769743443,1,1,1,21,Failed,
"bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ","bennett 's naturalistic performance discussions volumes more truth than any ` actuality ' show , and somebody consider their own drastic life changes should watch some body first . ",0.0006159543991,0.008716702461,1,1,1,19,Failed,
"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","it 's inoffensive , jubilant , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its admirable camerawork and amazing panorama , it 's about as exciting as a sunburn . ",0.08697789907,0.2525885701,0,0,0,44,Failed,
"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ","while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can dispose even the savviest spectators . ",0.003415703773,0.8786600828,0,1,0,13,Successful,
