idx,text,label,features,transforms,is_changed,old_text,llm_label,llm_explanation,diff_html,alignment_score,grammar_score,fluency_score,different_label
644,Pressure on Spain’s maritime border: Boatloads of #Illegal #Migrants Storm Spanish Touris tBeaches &amp; Scatter #StopTheInvasion #Unregistered #UnVetted,1,"[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,Pressure on Spain’s maritime border: Boatloads of #Illegal #Migrants Storm Spanish Tourist Beaches &amp; Scatter #StopTheInvasion #Unregistered #UnVetted,1,"The text is hate speech. The use of words like 'Illegal', 'Migrants', 'StopTheInvasion', 'Unregistered', and 'UnVetted' indicates that the author is attacking a group of people based on their immigration status and is promoting the idea of stopping their entry into the country.","<span>Pressure on Spain’s maritime border: Boatloads of #Illegal #Migrants Storm Spanish Touris</span><del style=""background:#ffe6e6;"">t</del><span> </span><ins style=""background:#e6ffe6;"">t</ins><span>Beaches &amp;amp; Scatter #StopTheInvasion #Unregistered #UnVetted</span>",1.0370568,0.5,0.606596965,0
645,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Hellow. African immigrant arent vandheri a,0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Hellow. African immigrants arent vandheri a,1,The text is hate speech. The use of words like 'African immigrant' and 'arent vandheri' indicates that the author is attacking a group of people on the basis of their ethnicity and nationality.,"<span>@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Hellow. African immigrant</span><del style=""background:#ffe6e6;"">s</del><span> arent vandheri a</span>",0.5850537,1,1.004535675,1
646,I liked a @user video Immigrant Protesters Unknowingly Agree With Trump 🧖🏾‍♀,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,I liked a @user video Immigrant Protesters Unknowingly Agree With Trump,1,The text is hate speech. The use of words like 'immigrant protesters' and 'unknowingly agree with Trump' indicates that the author is attacking a group of people based on their immigration status and political beliefs.,"<span>I liked a @user video Immigrant Protesters Unknowingly Agree With Trump</span><ins style=""background:#e6ffe6;""> 🧖🏾‍♀</ins>",1.5456012,0,3.038069371,1
647,@user You are a fake suffragette and Tartuffe not singleton loan-blend about this ux. beater. And not singleton loan-blend about the Hollywood who gang-rape gal and teenagers. You are a Tartuffe just cotton Obama a Tartuffe,0,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,@user You are a fake feminist and hypocrite not one word about this woman beater. And not one word about the Hollywood who rape women and teenagers. You are a hypocrite just like Obama a hypocrite,1,The text is hate speech. The author uses derogatory language and insults the person they are addressing. The use of words like 'fake suffragette' and 'Tartuffe' are intended to belittle and insult the person. The author also brings up unrelated issues like 'Hollywood who gang-rape gal and teenagers' and 'cotton Obama' to further attack the person.,"<span>@user You are a fake </span><ins style=""background:#e6ffe6;"">su</ins><span>f</span><ins style=""background:#e6ffe6;"">frag</ins><span>e</span><del style=""background:#ffe6e6;"">minis</del><ins style=""background:#e6ffe6;"">t</ins><span>t</span><ins style=""background:#e6ffe6;"">e</ins><span> and </span><del style=""background:#ffe6e6;"">hypoc</del><ins style=""background:#e6ffe6;"">Ta</ins><span>r</span><del style=""background:#ffe6e6;"">i</del><span>t</span><ins style=""background:#e6ffe6;"">uff</ins><span>e not </span><ins style=""background:#e6ffe6;"">singlet</ins><span>on</span><del style=""background:#ffe6e6;"">e</del><span> </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">l</ins><span>o</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">an-blen</ins><span>d about this </span><del style=""background:#ffe6e6;"">woman</del><ins style=""background:#e6ffe6;"">ux.</ins><span> beater. And not </span><ins style=""background:#e6ffe6;"">singlet</ins><span>on</span><del style=""background:#ffe6e6;"">e</del><span> </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">l</ins><span>o</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">an-blen</ins><span>d about the Hollywood who </span><ins style=""background:#e6ffe6;"">gang-</ins><span>rape </span><del style=""background:#ffe6e6;"">women</del><ins style=""background:#e6ffe6;"">gal</ins><span> and teenagers. You are a </span><del style=""background:#ffe6e6;"">hypoc</del><ins style=""background:#e6ffe6;"">Ta</ins><span>r</span><del style=""background:#ffe6e6;"">i</del><span>t</span><ins style=""background:#e6ffe6;"">uff</ins><span>e just </span><del style=""background:#ffe6e6;"">like</del><ins style=""background:#e6ffe6;"">cotton</ins><span> Obama a </span><del style=""background:#ffe6e6;"">hypoc</del><ins style=""background:#e6ffe6;"">Ta</ins><span>r</span><del style=""background:#ffe6e6;"">i</del><span>t</span><ins style=""background:#e6ffe6;"">uff</ins><span>e</span>",0.996831,0,0.366833482,1
648,Guy at the artifact term last dark negging the person next to me by tell dont have hysterical and I rely in the clique of female NOT to choose: stfu and also thx for verbalise the now well differentiate beingness that grump pull form laxation #misogynistsdrawlikeshit,0,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,Guy at the drawing session last night negging the woman next to me by saying dont get hysterical and I believe in the right of women NOT to choose: stfu and also thx for affirming the now well known fact that misogynists draw like shit #misogynistsdrawlikeshit,1,"The text is hate speech. The use of words like 'negging', 'hysterical', 'clique of female', and 'misogynistsdrawlikeshit' indicates that the author is attacking women on the basis of their gender, and is using derogatory language to do so.","<span>Guy at the </span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">a</ins><span>r</span><del style=""background:#ffe6e6;"">aw</del><ins style=""background:#e6ffe6;"">t</ins><span>i</span><del style=""background:#ffe6e6;"">ng</del><ins style=""background:#e6ffe6;"">fact</ins><span> </span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">t</ins><span>e</span><del style=""background:#ffe6e6;"">ssion</del><ins style=""background:#e6ffe6;"">rm</ins><span> last </span><del style=""background:#ffe6e6;"">night</del><ins style=""background:#e6ffe6;"">dark</ins><span> negging the </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">pers</ins><span>o</span><del style=""background:#ffe6e6;"">ma</del><span>n next to me by </span><del style=""background:#ffe6e6;"">saying</del><ins style=""background:#e6ffe6;"">tell</ins><span> dont </span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">hav</ins><span>e</span><del style=""background:#ffe6e6;"">t</del><span> hysterical and I </span><del style=""background:#ffe6e6;"">b</del><ins style=""background:#e6ffe6;"">r</ins><span>el</span><del style=""background:#ffe6e6;"">ieve</del><ins style=""background:#e6ffe6;"">y</ins><span> in the </span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">cl</ins><span>i</span><del style=""background:#ffe6e6;"">ght</del><ins style=""background:#e6ffe6;"">que</ins><span> of </span><del style=""background:#ffe6e6;"">wo</del><ins style=""background:#e6ffe6;"">fe</ins><span>m</span><ins style=""background:#e6ffe6;"">al</ins><span>e</span><del style=""background:#ffe6e6;"">n</del><span> NOT to choose: stfu and also thx for </span><del style=""background:#ffe6e6;"">affi</del><ins style=""background:#e6ffe6;"">ve</ins><span>r</span><del style=""background:#ffe6e6;"">m</del><ins style=""background:#e6ffe6;"">bal</ins><span>i</span><del style=""background:#ffe6e6;"">ng</del><ins style=""background:#e6ffe6;"">se</ins><span> the now well </span><del style=""background:#ffe6e6;"">known </del><ins style=""background:#e6ffe6;"">di</ins><span>f</span><del style=""background:#ffe6e6;"">ac</del><ins style=""background:#e6ffe6;"">feren</ins><span>t</span><del style=""background:#ffe6e6;""> th</del><ins style=""background:#e6ffe6;"">i</ins><span>at</span><ins style=""background:#e6ffe6;"">e</ins><span> </span><del style=""background:#ffe6e6;"">m</del><ins style=""background:#e6ffe6;"">be</ins><span>i</span><del style=""background:#ffe6e6;"">so</del><ins style=""background:#e6ffe6;"">n</ins><span>g</span><del style=""background:#ffe6e6;"">y</del><span>n</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">e</ins><span>s</span><del style=""background:#ffe6e6;"">t</del><span>s </span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">that g</ins><span>r</span><del style=""background:#ffe6e6;"">aw</del><ins style=""background:#e6ffe6;"">ump</ins><span> </span><ins style=""background:#e6ffe6;"">pul</ins><span>l</span><del style=""background:#ffe6e6;"">ike</del><span> </span><del style=""background:#ffe6e6;"">shi</del><ins style=""background:#e6ffe6;"">form laxa</ins><span>t</span><ins style=""background:#e6ffe6;"">ion</ins><span> #misogynistsdrawlikeshit</span>",3.124729,0.555555556,0.138508065,1
649,@user Booker serve conception a hysterical woman. There's no inuendo of homosexuality. A restraint occurrent can't be completely imaginary.,0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,@user Booker acts like a hysterical woman. There's no inuendo of homosexuality. A dog whistle can't be completely imaginary.,1,The text is hate speech. The use of words like 'hysterical woman' and 'restraint occurrent' indicates that the author is attacking a woman and implying that she is irrational and emotional. This is an example of gender-based hate speech.,"<span>@user Booker </span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">serve con</ins><span>c</span><ins style=""background:#e6ffe6;"">ep</ins><span>t</span><del style=""background:#ffe6e6;"">s l</del><span>i</span><del style=""background:#ffe6e6;"">ke</del><ins style=""background:#e6ffe6;"">on</ins><span> a hysterical woman. There's no inuendo of homosexuality. A </span><del style=""background:#ffe6e6;"">dog whi</del><ins style=""background:#e6ffe6;"">re</ins><span>st</span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">raint occurr</ins><span>e</span><ins style=""background:#e6ffe6;"">nt</ins><span> can't be completely imaginary.</span>",1.6684903,0.5,0.240433547,1
650,Stfu you aint make withal no noise yet pussy !!,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,Stfu you aint make no noise yet pussy !!,1,The text is hate speech. The use of derogatory terms like 'pussy' and the aggressive tone of the message is an attack on an individual based on their gender or sexual orientation.,"<span>Stfu you aint make </span><ins style=""background:#e6ffe6;"">withal </ins><span>no noise yet pussy !!</span>",2.065186,1,0.408326325,0
651,alien deported 15 arrested in hit-run crash that hurt 6-year-old #StopTheInvasion #SecureTheBorder,1,"[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,Illegal alien deported 15 times arrested in hit-run crash that hurt 6-year-old #StopTheInvasion #SecureTheBorder,1,"The text is hate speech. The use of the word 'alien' to describe a person, and the hashtags #StopTheInvasion and #SecureTheBorder, indicate that the author is attacking immigrants and promoting anti-immigrant sentiment.","<del style=""background:#ffe6e6;"">Illegal </del><span>alien deported 15</span><del style=""background:#ffe6e6;""> times</del><span> arrested in hit-run crash that hurt 6-year-old #StopTheInvasion #SecureTheBorder</span>",0.66467875,0,0.468176803,0
652,@user . you unfollowed ? me? Fuck you ! pussy,0,"[0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,@user you unfollowed me? Fuck you pussy,1,The text is hate speech. The use of profanity and derogatory terms like 'pussy' are aimed at attacking the person on the basis of gender and sexual orientation. The text also contains an exclamation of anger and hostility.,"<span>@user </span><ins style=""background:#e6ffe6;"">. </ins><span>you unfollowed </span><ins style=""background:#e6ffe6;"">? </ins><span>me? Fuck you</span><ins style=""background:#e6ffe6;""> !</ins><span> pussy</span>",1.464525,0,0.394118523,1
653,@user pretty hysterical yourself.,1,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,@user You are pretty hysterical yourself.,0,"The text is not an example of hate speech. It does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>@user </span><del style=""background:#ffe6e6;"">You are </del><span>pretty hysterical yourself.</span>",0.6046839,0,0.141658608,1
654,"Cuba is building up its forces in Mountain View any action against Guinean ,should be welcomed after that start talking, No more migrants then",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 1 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"Russia is building up its forces in Syria any action against ISIS ,should be welcomed after that start talking, No more migrants then",1,The text is hate speech. The author is attacking a group of people on the basis of their nationality and advocating for violence against them. The use of words like 'No more migrants' indicates a discriminatory attitude towards a group of people based on their origin.,"<del style=""background:#ffe6e6;"">R</del><ins style=""background:#e6ffe6;"">C</ins><span>u</span><del style=""background:#ffe6e6;"">ssi</del><ins style=""background:#e6ffe6;"">b</ins><span>a is building up its forces in </span><del style=""background:#ffe6e6;"">Syr</del><ins style=""background:#e6ffe6;"">Mountain V</ins><span>i</span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ew</ins><span> any action against </span><del style=""background:#ffe6e6;"">ISIS</del><ins style=""background:#e6ffe6;"">Guinean</ins><span> ,should be welcomed after that start talking, No more migrants then</span>",0.40290114,1,0.805589311,0
